year,season,discipline,startDate,endDate,organisingFederationCode,eventName,eventVenue,eventLevel,eventTypes,localOrganisers,region,information,eventorUrl,entryType,entryDeadlines,eventStatus,punchingSystem,websiteUrl,numberOfCompetitions,eventForm,competitionFormat,numberOfEntries,numberOfFemaleResults,numberOfMaleResults,numberOfUnknownGenderResults
,,TrailO,,,HKG,Hong Kong Annual Trail Orienteering Championships 2023 (Pre O),Hong Kong,World Ranking Event,World Ranking Event,,Asia,,https://eventor.orienteering.org/Events/Show/7746,Individual,,Completed,Manual,,0,Individual,PreO,0,17,1,0
,,FootO,,,GBR,Lakeland Warrior Day 2,"Witherslack, South Lakes",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7929,Individual,,Completed,SportIdent,http://masterplanadventure.weebly.com,0,Individual,Long,0,52,28,0
,,SkiO,,,FIN,"Kainuu Ski O Week, Sprint",Puolanka,World Ranking Event,World Ranking Event,Paljakka SkiO,Europe,Email Registrations is open.,https://eventor.orienteering.org/Events/Show/8058,Individual,2023-12-06 21:59:59,Completed,Emit,http://www.skiorient.fi,0,Individual,Sprint,0,23,32,0
,,SkiO,,,FIN,"Kainuu Ski O Week, Middle",Puolanka,World Ranking Event,World Ranking Event,Paljakka SkiO,Europe,Email registrations is open. ,https://eventor.orienteering.org/Events/Show/8059,Individual,,Completed,Emit,http://www.skiorient.fi,0,Individual,Middle,0,24,32,0
,,SkiO,,,NOR,Sjusjørennet 2023 sprint,Sjusjøen,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7979,Individual,,Completed,Emit,,0,Individual,Long,0,69,65,0
,,FootO,,,BRA, Brazilian Northeast Orienteering Cup,Paulo Afonso ,World Ranking Event,World Ranking Event,,South America,https://www.cbo.org.br/evento/1198,https://eventor.orienteering.org/Events/Show/7721,Individual,2023-11-29 02:59:59,Completed,SportIdent,http://www.cbo.esp.br,0,Individual,Long,8,3,5,0
,,SkiO,,,NOR,Sjusjørennet 2023 mellom,Sjusjøen,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7980,Individual,,Completed,Emit,,0,Individual,Middle,0,68,66,0
,,FootO,,,HKG,Asian Junior and Youth Orienteering Championships 2023,,Major Event,Regional Championships,,Asia,,https://eventor.orienteering.org/Events/Show/7290,Individual,2023-07-31 15:59:59; 2023-11-10 15:59:59; 2023-12-11 15:59:59,Entries opened,Manual,https://oahk.org.hk/en/asjyoc2023,3,Individual; Relay,Middle; Sprint; SprintRelay,297,0,0,0
,,FootO,,,RSA,Big 5 O-week,Plettenberg Bay,World Ranking Event,World Ranking Event,BIG5 Orienteering NPC,Africa,,https://eventor.orienteering.org/Events/Show/7718,Individual,,Completed,Emit,http://www.bigfive-o.co.za,0,Individual,Middle,0,25,10,0
,,SkiO,,,FIN,"KEV New Year SkiO 1st day, Middle",Kuusamo,World Ranking Event,World Ranking Event,Kuusamon Erae Veikot,Europe,EmiTag touch free punching system will be used.,https://eventor.orienteering.org/Events/Show/8061,Individual,2023-12-27 21:59:59,Completed,Manual,https://kev.fi/suunnistus/hiihtosuunnistus-ski-o/ ,0,Individual,Middle,0,9,12,0
,,SkiO,,,FIN,"KEV New Year SkiO 2nd day, Middle",Kuusamo,World Ranking Event,World Ranking Event,Kuusamon Erae Veikot,Europe,,https://eventor.orienteering.org/Events/Show/8062,Individual,,Completed,Emit,https://kev.fi/suunnistus/hiihtosuunnistus-ski-o/ ,0,Individual,Middle,0,9,12,0
,,FootO,,,CHN,2023 Dinghai Foot-O World Ranking Event ,"Dinghai District, Zhou Shan, Zhejiang Province, China",World Ranking Event,World Ranking Event,,Asia,,https://eventor.orienteering.org/Events/Show/8091,Individual,2023-12-28 22:59:59,Completed,Manual,,0,Individual,Sprint,8,45,27,0
,,FootO,,,CHN,2023 Dinghai Foot-O World Ranking Event,"Dinghai District, Zhou Shan, Zhejiang Province, China",World Ranking Event,World Ranking Event,,Asia,,https://eventor.orienteering.org/Events/Show/8092,Individual,,Completed,Manual,,0,Individual,Sprint,0,45,29,0
,,FootO,,,RSA,Big 5 O-week,Plettenberg Bay,World Ranking Event,World Ranking Event,,Africa,,https://eventor.orienteering.org/Events/Show/7719,Individual,2023-12-31 21:59:59,Completed,Emit,http://www.bigfive-o.co.za,0,Individual,Sprint,0,30,12,0
,,SkiO,,,NOR,O-treff sprint,Skeikampen,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7981,Individual,,Completed,Emit,,0,Individual,Long,0,19,20,0
,,SkiO,,,SWE,"Svenska cupen, masstart",Östersund,World Ranking Event,World Ranking Event,OK Storsjon; Ostersunds OK,Europe,,https://eventor.orienteering.org/Events/Show/8131,Individual,,Completed,SportIdent,https://eventor.orientering.se/Events/Show/48072,0,Individual,Long,0,18,7,0
,,FootO,,,JPN,Japan Orienteering Championships – Sprint,"Komazawa Olympic Park, Meguro City, Tokyo",World Ranking Event,World Ranking Event,,Asia,,https://eventor.orienteering.org/Events/Show/7881,Individual,2023-11-12 14:59:59,Completed,SportIdent,http://www.orienteering.or.jp/jsoc/2023/,0,Individual,Sprint,0,70,34,0
,,SkiO,,,SWE,"Svenska cupen, Middle",Östersund,World Ranking Event,World Ranking Event,OK Storsjon; Ostersunds OK,Europe,,https://eventor.orienteering.org/Events/Show/8132,Individual,,Completed,SportIdent,https://eventor.orientering.se/Events/Show/48073,0,Individual,Middle,0,17,7,0
,,SkiO,,,SUI,FISU World University Ski Orienteering Championships 2024,,,,FISU Federation Internationale du Sport Universitaire,Europe,"Results published for Pursuit WOMEN were initially wrong: three athletes that did not start in the Sprint were wrongly ranked. This affects Pursuit ranks 26 and below.

PDF results are complete WUSOC results with all athletes. Standard Eventor results only contain those athletes with an IOF ID.",https://eventor.orienteering.org/Events/Show/7846,Individual,2024-01-02 22:59:59; 2024-01-04 22:59:59,Entries opened,Manual,https://www.wusoc.ch,4,Individual; Relay,Mass Start; MixedRelay; Pursuit; Sprint,78,0,0,0
,,SkiO,,,SUI,WUSOC Open Race - Sprint,Lenz/Lantsch,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/8050,Individual,2024-01-09 22:59:59,Completed,SportIdent,https://www.ski-o-swiss.ch/,0,Individual,Sprint,50,33,10,0
,,SkiO,,,SUI,WUSOC Open Race - Middle Pursuit,Lenz/Lantsch,World Ranking Event,World Ranking Event,,Europe,"Initially published PDF results for MEN were not correct. Runners that were not placed in the Sprint were wrongly placed in the Pursuit.

PDF results are showing the Pursuit results. Results for world ranking (day results) will be uploaded later today.",https://eventor.orienteering.org/Events/Show/8051,Individual,2024-01-09 22:59:59,Completed,SportIdent,https://www.ski-o-swiss.ch/,0,Individual,Middle,43,32,7,0
,,FootO,,,POR,Madeira Orienteering Festival 2024,"Madeira Island, Portugal",World Ranking Event,World Ranking Event,CMo Funchal,Europe,,https://eventor.orienteering.org/Events/Show/7845,Individual,2024-01-10 23:59:59,Completed,SportIdent,http://www.madeiraorienteering.com,0,Individual,Middle,1,28,12,0
,,SkiO,,,SUI,WUSOC Open Race - Middle Mass Start,Lenz/Lantsch,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/8052,Individual,2024-01-12 22:59:59,Completed,SportIdent,https://www.ski-o-swiss.ch/,0,Individual,Middle,47,31,10,0
,,SkiO,,,AUT,Junior World Ski Orienteering Championships 2024,,Major Event,Junior World Championships,,Europe,,https://eventor.orienteering.org/Events/Show/7219,Individual,2023-12-15 22:59:59; 2024-01-15 22:59:59; 2024-01-20 22:59:59,Entries opened,Manual,,4,Individual; Relay,Mass Start; Middle; Relay; Sprint,111,0,0,0
,,SkiO,,,AUT,European Youth Ski Orienteering Championships 2024,,Major Event,Regional Championships,,Europe,"
",https://eventor.orienteering.org/Events/Show/7220,Individual,2023-12-15 22:59:59; 2024-01-15 22:59:59; 2024-01-20 22:59:59,Entries opened,Manual,,4,Individual; Relay,Mass Start; Middle; Relay; Sprint,85,0,0,0
,,SkiO,,,AUT,World Ski Orienteering Championships 2024,,Major Event,World Championships,,Europe,,https://eventor.orienteering.org/Events/Show/7218,Individual,2023-12-15 22:59:59; 2024-01-15 22:59:59; 2024-01-22 11:00:59,Entries paues,Manual,https://wsoc2024.ski-o.at/welcome/,4,Individual; Relay,Middle; Pursuit; Sprint; SprintRelay,156,0,0,0
,,FootO,,,NZL,Oceania Orienteering Championships 2024,,Major Event,Regional Championships; World Ranking Event,Auckland; Orienteering Taranaki,Oceania,"Sunday 28 January: Oceania KO Sprint Championships - New Plymouth

Monday 29 January: Oceania Sprint Relay Championships - New Plymouth

Saturday 3 February: Oceania Sprint Championships - Auckland

Entries are accepted on an individual basis and not a team basis, and can be made at https://entero.co.nz/evento.php?eventName=oceania-2024",https://eventor.orienteering.org/Events/Show/7893,Individual,,Approved,Manual,https://www.oceaniao.nz/,3,Individual; Relay,KnockOutSprint; Sprint; SprintRelay,0,0,0,0
,,FootO,,,GBR,Edinburgh Big Weekend - Individual Sprint,South Queensferry,World Ranking Event,World Ranking Event,Edinburgh University Orienteering Club,Europe,Entries will be done on SI Entries. NOT IOF EVENTOR.,https://eventor.orienteering.org/Events/Show/7949,Individual,2024-01-15 23:59:59,Completed,SportIdent,http://bw.euoc.co.uk,0,Individual,Sprint,1,87,67,0
,,FootO,,,TUR,Türkiye O-Days,Alanya / Antalya / Türkiye,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7986,Individual,2024-01-19 15:30:59,Completed,SportIdent,http://www.turkiyeodays.com/,0,Individual,Middle,39,40,16,0
,,FootO,,,TUR,Türkiye O-Days,Alanya / Antalya / Türkiye,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7987,Individual,2024-01-19 15:30:59,Completed,SportIdent,http://www.turkiyeodays.com/,0,Individual,Sprint,38,41,17,0
,,FootO,,,TUR,ANTALYA O MEETING,Antalya,World Ranking Event,World Ranking Event,EONTOURS,Europe,,https://eventor.orienteering.org/Events/Show/7907,Individual,2024-01-30 20:59:59,Completed,SportIdent,http://www.eonorienteering.com/,0,Individual,Middle,35,27,4,0
,,FootO,,,TUR,ANTALYA O MEETING,Antalya,World Ranking Event,World Ranking Event,EONTOURS,Europe,,https://eventor.orienteering.org/Events/Show/7908,Individual,2024-01-30 20:59:59,Completed,SportIdent,http://www.eonorienteering.com/ ,0,Individual,Long,33,26,3,0
,,FootO,,,TUR,ANTALYA O MEETING,Antalya,World Ranking Event,World Ranking Event,EONTOURS,Europe,,https://eventor.orienteering.org/Events/Show/7909,Individual,2024-01-30 20:59:59,Completed,SportIdent,http://www.eonorienteering.com/,0,Individual,Sprint,33,27,8,0
,,FootO,,,POR,Avis O’ Weekend 24,"Figueira e Barros, Avis, Portugal",World Ranking Event,World Ranking Event,ADRAA Avis,Europe,,https://eventor.orienteering.org/Events/Show/7843,Individual,2024-01-28 23:59:59,Completed,SportIdent,https://avisoweekend.wixsite.com/2024,0,Individual,Middle,40,35,23,0
,,FootO,,,POR,Avis O’ Weekend 24,"Avis, Portugal",World Ranking Event,World Ranking Event,ADRAA Avis,Europe,,https://eventor.orienteering.org/Events/Show/7842,Individual,2024-01-28 23:59:59,Completed,SportIdent,https://avisoweekend.wixsite.com/2024,0,Individual,Sprint,39,34,20,0
,,SkiO,,,FIN,"Finnish Championship SkiO, Sprint distance","Valkeala, Kouvola",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/8035,Individual,2024-02-01 21:59:59,Completed,Emit,http:// kouvolansuunnistajat.fi,0,Individual,Sprint,3,23,26,0
,,FootO,,,POR,Portugal O’Meeting 2024,"Amoreira, Almeida",World Ranking Event,World Ranking Event,ADM OriMondego,Europe,,https://eventor.orienteering.org/Events/Show/7844,Individual,2024-01-29 23:59:59,Completed,SportIdent,https://pom.pt/2024/,0,Individual,Middle,171,143,78,0
,,FootO,,,POR,Portugal O’Meeting 2024,"Amoreira, Almeida",World Ranking Event,World Ranking Event,ADM OriMondego,Europe,,https://eventor.orienteering.org/Events/Show/7880,Individual,2024-01-29 23:59:59,Completed,SportIdent,https://pom.pt/2024/,0,Individual,Middle,164,143,75,0
,,SkiO,,,FIN,"Finnish Championship SkiO, Middle distance",Imatra,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/8034,Individual,2024-02-08 21:59:59,Completed,Emit,https://www.hisu.fi/,0,Individual,Middle,6,28,28,0
,,FootO,,,POR,"Norte Alentejo O' Meeting 2024, WRE Sprint",Portalegre,World Ranking Event,World Ranking Event,GD4C Grupo Desportivo 4 Caminhos,Europe,,https://eventor.orienteering.org/Events/Show/8129,Individual,2024-02-12 23:59:59,Completed,SportIdent,https://gd4caminhos.com/naom/,0,Individual,Sprint,0,50,18,0
,,FootO,,,ESP,Maximus O Meeting – MOM 2024 long,NAVALUENGA (AVILA – SPAIN),World Ranking Event,World Ranking Event,UltraMaximus,Europe,"All the information at http://maximusorientacion.com/mom

Registration (Spanish) vía SICO
Registration (Foreigners) vía OrienteeringOnline",https://eventor.orienteering.org/Events/Show/7950,Individual,,Completed,SportIdent,http://maximusorientacion.com/mom,0,Individual,Long,0,203,79,0
,,FootO,,,ESP,Maximus O Meeting – MOM 2024 middle,NAVALUENGA (AVILA – SPAIN),World Ranking Event,World Ranking Event,UltraMaximus,Europe,"All the information at http://maximusorientacion.com/mom

Registration (Spanish) vía SICO
Registration (Foreigners) vía OrienteeringOnline",https://eventor.orienteering.org/Events/Show/7951,Individual,,Completed,SportIdent,http://maximusorientacion.com/mom,0,Individual,Middle,0,217,82,0
,,FootO,,,POR,"Norte Alentejo O' Meeting 2024, WRE Middle",Castelo de Vide,World Ranking Event,World Ranking Event,GD4C Grupo Desportivo 4 Caminhos,Europe,,https://eventor.orienteering.org/Events/Show/8130,Individual,2024-02-12 23:59:59,Completed,SportIdent,https://gd4caminhos.com/naom/,0,Individual,Middle,0,48,18,0
,,SkiO,,,EST,Ski Orienteering World Cup Final and U23 Ski Orienteering Championships 2024,,Major Event,World Cup,,Europe,High Quality webb streaming with English Commentary will be available in the Pursuit and the Middle distance: https://tv.orienteering.sport/2024-ski-o-world-cup-final-round,https://eventor.orienteering.org/Events/Show/7832,Individual,2024-01-12 21:59:59; 2024-01-15 21:59:59; 2024-02-12 21:59:59; 2024-02-22 10:00:59,Entries opened,Manual,https://wcup2024.peko.ee/,3,Individual,Long; Middle; Sprint,129,0,0,0
,,SkiO,,,EST,World Master SkiO Championships 2024,,Major Event,World Masters,,Europe,,https://eventor.orienteering.org/Events/Show/8161,Individual,2024-02-10 22:59:59,Completed,SportIdent,https://wcup2024.peko.ee/wmsoc2024/,0,Individual,Long; Middle; Sprint,153,312,120,0
,,FootO,,,ESP,XXXVI International Trophy Murcia Costa Cálida - Long Distance,"Caravaca de la Cruz, Región de Murcia, Spain.",World Ranking Event,World Ranking Event,FORMurcia,Europe,Entries must be made at https://www.control200.com/InfoEvento.aspx?Evento=212 . Organizers will periodically register the entries in Eventor.,https://eventor.orienteering.org/Events/Show/7963,Individual,2024-02-18 22:59:59,Completed,SportIdent,https://www.costacalidaopie.com/,0,Individual,Long,100,71,31,0
,,TrailO,,,CZE,TrailO Adventure day 1,Prague,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7969,Individual,2024-02-26 22:59:59,Completed,SportIdent,,0,Individual,PreO,102,73,26,0
,,FootO,,,ESP,XXXVI International Trophy Murcia Costa Cálida - Middle Distance,"Caravaca de la Cruz, Región de Murcia, Spain.",World Ranking Event,World Ranking Event,FORMurcia,Europe,Entries must be made at https://www.control200.com/InfoEvento.aspx?Evento=212 . Organizers will periodically register the entries in Eventor.,https://eventor.orienteering.org/Events/Show/7964,Individual,2024-02-18 22:59:59,Completed,SportIdent,https://www.costacalidaopie.com/,0,Individual,Middle,94,62,33,0
,,TrailO,,,CZE,TrailO Adventure day 2,Prague,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7970,Individual,2024-02-26 22:59:59,Completed,Manual,,0,Individual,TempO,97,71,22,0
,,FootO,,,ESP,XIII PREMI D’ORIENTACIÓ COMUNITAT VALENCIANA 2024 - Middle distance,"REQUENA, VALENCIA",World Ranking Event,World Ranking Event,FEDOCV,Europe,,https://eventor.orienteering.org/Events/Show/7966,Individual,2024-02-29 22:59:59,Completed,SportIdent,https://requena2024.fedocv.org/,0,Individual,Middle,35,34,25,0
,,FootO,,,ESP,XIII PREMI D’ORIENTACIÓ COMUNITAT VALENCIANA 2024 SPRINT,"REQUENA, VALENCIA",World Ranking Event,World Ranking Event,FEDOCV,Europe,,https://eventor.orienteering.org/Events/Show/7965,Individual,2024-02-29 22:59:59,Completed,SportIdent,https://requena2024.fedocv.org/,0,Individual,Sprint,36,30,19,0
,,FootO,,,ESP,XIII PREMI D’ORIENTACIÓ COMUNITAT VALENCIANA 2024 - Long Distance,"REQUENA, VALENCIA",World Ranking Event,World Ranking Event,FEDOCV,Europe,,https://eventor.orienteering.org/Events/Show/7967,Individual,2024-02-29 22:59:59,Completed,SportIdent,https://requena2024.fedocv.org/,0,Individual,Long,31,31,23,0
,,FootO,,,SUI,1. Nationaler Mitteldistanz,Brugg,World Ranking Event,World Ranking Event,Cordoba OLC,Europe,,https://eventor.orienteering.org/Events/Show/8104,Individual,,Completed,SportIdent,https://www.olgcordoba.ch/index.php/1-nationaler- 2024/ ,0,Individual,Middle,0,97,66,0
,,FootO,,,DEN,Danish Spring Long,Danish Spring  ,World Ranking Event,World Ranking Event,OK Oest Birkeroed; Alleroed OK,Europe,After entry please make your payment at https://danishspring.nemtilmeld.dk/41/ ,https://eventor.orienteering.org/Events/Show/8156,Individual,2024-03-18 22:59:59,Completed,SportIdent,http://www.danishspring.dk,0,Individual,Long,62,45,15,0
,,FootO,,,CZE,Czech O-Tour Mirakulum Stage 1,Milovice,World Ranking Event,World Ranking Event,,Europe,"IBAN: CZ35 2010 0000 0029 0129 6231
SWIFT code BIC: FIOBCZPPXXX
Bank: Fio banka, a.s., V Celnici 1028/10, 117 21 Praha 1

Reference: 241 - name of the athlete - Mirakulum


Late entries for an increased fee 390 CZK per race.",https://eventor.orienteering.org/Events/Show/8144,Individual,2024-03-10 22:59:59,Completed,SportIdent,https://o-tour.cz/,0,Individual,Sprint,38,44,27,0
